doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	pairPrecision	pairRecall	oriDepth	newDepth	depthConsistent	keepTest	isBuggy
nw/wsj/23/wsj_2371	164	8	"He has been president and chief executive officer of Amperex Electronics Corp., a division of North American Philips Corp., itself a subsidiary of N.V. Philips of the Netherlands."	"He has been president and chief executive officer of Amperex Electronics Corp., a segmentation of North American Philips Corp., itself a subsidiary of N.V . Philips of the Netherlands."	division -> segmentation	FALSE	FALSE	"[[[21, 21], [16, 30]]]"	"[['itself', 'North American Philips Corp. , itself a subsidiary of N.V . Philips of the Netherlands']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
nw/wsj/23/wsj_2348	155	6	"The RTC had previously targeted five thrifts for quick sales in order to spend cash by certain budgetary deadlines, but the delays illustrate the tough chore facing the agency."	"The RTC had previously targeted five thrifts for quick sales in order to spend cash by certain budgetary deadlines, but the delays illustrate the problematical chore facing the agency."	tough -> problematical	FALSE	TRUE	"[[[0, 1], [28, 29]]]"	"[['The RTC', 'the agency']]"	"[[[0, 1], [28, 29]], [[5, 18], [21, 22]]]"	"[['The RTC', 'the agency'], ['five thrifts for quick sales in order to spend cash by certain budgetary deadlines', 'the delays']]"	"[[[0, 1], [28, 29]], [[5, 18], [21, 22]]]"	"[['The RTC', 'the agency'], ['five thrifts for quick sales in order to spend cash by certain budgetary deadlines', 'the delays']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1019	9	5	I have always remembered the encouragement which Mr. Yu Youren gave me as a young reporter.	I have ever remembered the encouragement which Mr. Yu Youren gave me as a young reporter.	always -> ever	TRUE	TRUE	"[[[0, 0], [11, 11]]]"	"[['I', 'me']]"	"[[[0, 0], [11, 11]]]"	"[['I', 'me']]"	"[[[0, 0], [11, 11]]]"	"[['I', 'me']]"	100	100	"{9, 3, 4, 6}"	"{9, 3, 4, 6}"	TRUE	TRUE	FALSE
bn/nbc/00/nbc_0019	72	24	Republican leaders for their part said reopening the tax debate is not now realistic and the tax cut bill is probably tombed.	Republican leaders for their part said reopening the tax debate is not now realistic and the tax slice bill is probably tombed.	cut -> slice	TRUE	TRUE	"[[[0, 1], [3, 3]]]"	"[['Republican leaders', 'their']]"	"[[[0, 1], [3, 3]]]"	"[['Republican leaders', 'their']]"	"[[[0, 1], [3, 3]]]"	"[['Republican leaders', 'their']]"	100	100	"{5, 6}"	"{5, 6}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1019	77	28	"Once I was driving her somewhere to report a story when we had an accident, and she suffered some badly broken bones."	"Once I was driving her somewhere to report a story when we had an accident, and she suffered some severely broken bones."	badly -> severely	TRUE	TRUE	"[[[4, 4], [17, 17]]]"	"[['her', 'she']]"	"[[[4, 4], [17, 17]]]"	"[['her', 'she']]"	"[[[4, 4], [17, 17]]]"	"[['her', 'she']]"	100	100	"{8, 4}"	"{8, 4}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2321	112	28	"When she met the local press for the first time on Friday, Mrs. Hills firmly reiterated the need for progress in removing barriers to trade in forest products, satellites and supercomputers, three areas targeted under the Super 301 provision of the 1988 trade bill."	"When she met the local press for the first metre on Friday, Mrs. Hills firmly reiterated the need for progress in removing barriers to trade in forest products, satellites and supercomputers, three areas targeted under the Super 301 provision of the 1988 trade bill."	time -> metre	TRUE	TRUE	"[[[13, 14], [1, 1]]]"	"[['Mrs. Hills', 'she']]"	"[[[1, 1], [13, 14]]]"	"[['she', 'Mrs. Hills']]"	"[[[1, 1], [13, 14]]]"	"[['she', 'Mrs. Hills']]"	100	100	"{3, 5}"	"{3, 5}"	TRUE	TRUE	FALSE
nw/xinhua/02/chtb_0289	76	49	"Owners of intellectual property rights, when requesting Customs to investigate and deal with goods that violate rights, should bear responsibility for reporting, assist Customs to develop investigation work and pay the appraisal and investigation of the related goods and other related expenses."	"Owners of intellectual property rights, when requesting Customs to investigate and deal with goods that violate rights, should bear responsibility for reporting, assist Customs to develop investigation study and pay the appraisal and investigation of the related goods and other related expenses."	work -> study	TRUE	TRUE	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE	FALSE
bn/pri/00/pri_0079	123	29	"Well, the work that we have so far in English translation suggests that, and indeed this novel, which is a celebration as well of the self of the individual, goes so far as to even divide up to the self."	"Well, the work that we have so far in English translation suggests that, and indeed this novel, which is a celebration as well of the self of the individual, goes so far as to still divide up to the self."	even -> still	FALSE	FALSE	"[[[42, 43], [27, 31]]]"	"[['the self', 'the self of the individual']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1059	68	8	"Just before Christmas break, the rural township of Linpien, on the Pingtung Plain at the mouth of the Linpien river, held its first ever Wax Apple Festival."	"Just before Christmastime break, the rural township of Linpien, on the Pingtung Plain at the mouth of the Linpien river, held its first ever Wax Apple Festival."	Christmas -> Christmastime	TRUE	TRUE	"[[[5, 21], [24, 24]]]"	"[['the rural township of Linpien , on the Pingtung Plain at the mouth of the Linpien river', 'its']]"	"[[[5, 21], [24, 24]]]"	"[['the rural township of Linpien, on the Pingtung Plain at the mouth of the Linpien river', 'its']]"	"[[[5, 21], [24, 24]]]"	"[['the rural township of Linpien, on the Pingtung Plain at the mouth of the Linpien river', 'its']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	FALSE
nw/xinhua/01/chtb_0189	144	33	"In order to benefit society, the Wangma Computer Company determinedly gave up an opportunity that would have earned big money by dedicating unencoded floppy disks to users, allowing them to copy by themselves."	"In order to benefit society, the Wangma Computer Company determinedly gave up an opportunity that would have earned big money by dedicating unencoded floppy disks to users, allowing them to simulate by themselves."	copy -> simulate	FALSE	TRUE	"[[[34, 34], [30, 30], [27, 27]]]"	"[['themselves', 'them', 'users']]"	"[[[6, 9], [34, 34]], [[27, 27], [30, 30]]]"	"[['the Wangma Computer Company', 'themselves'], ['users', 'them']]"	"[[[6, 9], [34, 34]], [[27, 27], [30, 30]]]"	"[['the Wangma Computer Company', 'themselves'], ['users', 'them']]"	100	100	"{3, 6, 10, 14}"	"{3, 6, 10, 14}"	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1049	156	6	"However, during the Japanese occupation, as a result of silting, and because the Japanese invested a huge effort in developing the port at Keelung, Tanshui faded in importance, never again to see the likes of its glory days."	"However, during the Japanese job, as a result of silting, and because the Japanese invested a huge effort in developing the port at Keelung, Tanshui faded in importance, never again to see the likes of its glory days."	occupation -> job	TRUE	TRUE	"[[[40, 40], [28, 28]]]"	"[['its', 'Tanshui']]"	"[[[28, 28], [40, 40]]]"	"[['Tanshui', 'its']]"	"[[[28, 28], [40, 40]]]"	"[['Tanshui', 'its']]"	100	100	"{9, 3}"	"{9, 3}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1069	103	24	"Their candles are burning at both ends, because they are trying to live up to two old role models rather than establishing a new one for themselves."	"Their candles are burning at both ends, because they are trying to live up to two old office models rather than establishing a new one for themselves."	role -> office	TRUE	TRUE	"[[[27, 27], [9, 9], [0, 0]]]"	"[['themselves', 'they', 'Their']]"	"[[[0, 0], [9, 9], [27, 27]]]"	"[['Their', 'they', 'themselves']]"	"[[[0, 0], [9, 9], [27, 27]]]"	"[['Their', 'they', 'themselves']]"	100	100	"{3, 12, 7}"	"{3, 12, 7}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2321	112	29	"When she met the local press for the first time on Friday, Mrs. Hills firmly reiterated the need for progress in removing barriers to trade in forest products, satellites and supercomputers, three areas targeted under the Super 301 provision of the 1988 trade bill."	"When she met the local press for the first meter on Friday, Mrs. Hills firmly reiterated the need for progress in removing barriers to trade in forest products, satellites and supercomputers, three areas targeted under the Super 301 provision of the 1988 trade bill."	time -> meter	TRUE	TRUE	"[[[13, 14], [1, 1]]]"	"[['Mrs. Hills', 'she']]"	"[[[1, 1], [13, 14]]]"	"[['she', 'Mrs. Hills']]"	"[[[1, 1], [13, 14]]]"	"[['she', 'Mrs. Hills']]"	100	100	"{3, 5}"	"{3, 5}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1009	98	18	"Taiwanese business people here run their factories like they drive their cars, in high gear."	"Taiwanese business people here carry their factories like they drive their cars, in high gear."	run -> carry	FALSE	TRUE	"[[[5, 5], [10, 10], [0, 3], [8, 8]]]"	"[['their', 'their', 'Taiwanese business people here', 'they']]"	"[[[5, 5], [8, 8], [10, 10]]]"	"[['their', 'they', 'their']]"	"[[[5, 5], [8, 8], [10, 10]]]"	"[['their', 'they', 'their']]"	100	100	"{4, 6, 7}"	"{4, 6, 7}"	TRUE	TRUE	TRUE
bn/voa/01/voa_0179	73	12	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal guild will require power suppliers in the West to keep sending their surplus electricity to California.	order -> guild	TRUE	FALSE	"[[[8, 12], [16, 16]]]"	"[['power suppliers in the West', 'their']]"	"[[[8, 12], [16, 16]]]"	"[['power suppliers in the West', 'their']]"	[]	[]	0	0	"{10, 5}"	set()	FALSE	TRUE	TRUE
mz/sinorama/10/ectb_1009	98	4	"Taiwanese business people here run their factories like they drive their cars, in high gear."	"Taiwanese occupation people here run their factories like they drive their cars, in high gear."	business -> occupation	FALSE	FALSE	"[[[5, 5], [10, 10], [0, 3], [8, 8]]]"	"[['their', 'their', 'Taiwanese business people here', 'they']]"	"[[[5, 5], [8, 8], [10, 10]]]"	"[['their', 'they', 'their']]"	"[[[0, 3], [5, 5], [8, 8], [10, 10]]]"	"[['Taiwanese occupation people here', 'their', 'they', 'their']]"	50	100	"{4, 6, 7}"	"{3, 4, 6, 7}"	FALSE	TRUE	TRUE
nw/wsj/23/wsj_2369	150	7	"To some extent, this tendency emerges whenever the show tries to enlighten us about ethnic stereotypes by reversing them."	"To some extent, this tendency emerges whenever the show essay to enlighten us about ethnic stereotypes by reversing them."	tries -> essay	FALSE	FALSE	"[[[15, 16], [19, 19]]]"	"[['ethnic stereotypes', 'them']]"	[]	[]	"[[[15, 16], [19, 19]]]"	"[['ethnic stereotypes', 'them']]"	0	0	set()	"{8, 10}"	FALSE	TRUE	TRUE
bn/pri/00/pri_0019	34	2	"If their intention was to deter us from our mission of promoting peace and security in the Middle East, they will fail utterly."	"If their design was to deter us from our mission of promoting peace and security in the Middle East, they will fail utterly."	intention -> design	TRUE	TRUE	"[[[8, 8], [6, 6]], [[20, 20], [1, 1]]]"	"[['our', 'us'], ['they', 'their']]"	"[[[1, 1], [20, 20]], [[6, 6], [8, 8]]]"	"[['their', 'they'], ['us', 'our']]"	"[[[1, 1], [20, 20]], [[6, 6], [8, 8]]]"	"[['their', 'they'], ['us', 'our']]"	100	100	"{11, 9, 3, 5}"	"{11, 9, 3, 5}"	TRUE	TRUE	FALSE
bn/cnn/01/cnn_0109	23	10	The news agency is quoting a Yemeni source who says the investigators have wrapped up their questioning and will hand the case over to prosecutors.	The news agency is quoting a Yemeni root who says the investigators have wrapped up their questioning and will hand the case over to prosecutors.	source -> root	TRUE	TRUE	"[[[15, 15], [10, 11]]]"	"[['their', 'the investigators']]"	"[[[10, 11], [15, 15]]]"	"[['the investigators', 'their']]"	"[[[10, 11], [15, 15]]]"	"[['the investigators', 'their']]"	100	100	"{11, 14}"	"{11, 14}"	TRUE	TRUE	FALSE
bn/voa/01/voa_0109	132	33	"And if you are in South Asia, perhaps you heard the Radio Canada International test transmissions to your part of the world back on the 8th, 9th, and 10th of November."	"And if you are in South Asia, perhaps you heard the Radio Canada International test transmissions to your part of the world ahead on the 8th, 9th, and 10th of November."	back -> ahead	FALSE	FALSE	"[[[9, 9], [2, 2], [18, 18]], [[5, 6], [18, 22]]]"	"[['you', 'you', 'your'], ['South Asia', 'your part of the world']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
bn/nbc/00/nbc_0039	135	8	"Frustration too that Moammar Khaddafi was immune from prosecution, one of the ground rules here."	"Frustration too that Moammar Khaddafi was immune from prosecution, one of the reason rules here."	ground -> reason	FALSE	FALSE	"[[[10, 15], [5, 5]]]"	"[['one of the ground rules here', 'was']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
bn/mnb/00/mnb_0019	6	61	"It was very stern, very direct and it left no question, I think, in the minds of anybody that this court unanimously believes that certification should include the manual recount, and that is a clear victory for Vice President Al Gore."	"It was very stern, very direct and it left no question, I think, in the minds of anybody that this court unanimously believes that certification should include the manual recount, and that is a open victory for Vice President Al Gore."	clear -> open	FALSE	TRUE	"[[[35, 35], [29, 29]], [[8, 8], [0, 0]]]"	"[['that', 'include'], ['it', 'It']]"	"[[[0, 0], [8, 8]]]"	"[['It', 'it']]"	"[[[0, 0], [8, 8]]]"	"[['It', 'it']]"	100	100	"{8, 4}"	"{8, 4}"	TRUE	TRUE	TRUE
bn/voa/01/voa_0179	73	25	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will expect power suppliers in the West to keep sending their surplus electricity to California.	require -> expect	TRUE	TRUE	"[[[8, 12], [16, 16]]]"	"[['power suppliers in the West', 'their']]"	"[[[8, 12], [16, 16]]]"	"[['power suppliers in the West', 'their']]"	"[[[8, 12], [16, 16]]]"	"[['power suppliers in the West', 'their']]"	100	100	"{10, 5}"	"{10, 5}"	TRUE	TRUE	FALSE
bn/voa/00/voa_0009	28	0	"They have also set up a joint working group on Afghanistan, which is of course a cause of concern for both countries."	"They have too set up a joint working group on Afghanistan, which is of course a cause of concern for both countries."	also -> too	FALSE	FALSE	"[[[0, 0], [21, 22]]]"	"[['They', 'both countries']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
bn/cnn/03/cnn_0339	185	18	"They use the gunships to kill, we think, not less than 50,000 inhabitants of southern Iraq and trying to do that to the Kurds, as well, so it was a knife edge."	"They use the gunships to kill, we think, not less than 50,000 inhabitants of southern Irak and trying to do that to the Kurds, as well, so it was a knife edge."	Iraq -> Irak	FALSE	TRUE	"[[[5, 5], [22, 22]]]"	"[['kill', 'that']]"	"[[[1, 1], [22, 22]]]"	"[['use', 'that']]"	"[[[1, 1], [22, 22]]]"	"[['use', 'that']]"	100	100	"{3, 12}"	"{3, 12}"	TRUE	TRUE	TRUE
nw/xinhua/02/chtb_0289	139	87	"The announcement clearly pointed out that goods violating intellectual property rights, including exclusive rights of trademarks, copyrights and patent rights, were not allowed to be imported or exported, when Customs discovers the import and export of goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights, it has the right to ask the people importing and exporting the goods to provide legal proof of use of related intellectual property rights and make additional reports to Customs about the state of the intellectual property rights of goods."	"The announcement clearly pointed out that goods violating intellectual property rights, including exclusive rights of trademarks, copyrights and patent rights, were not allowed to be imported or exported; when Customs discovers the import and export of goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights, it has the right to ask the people importing and exporting the goods to provide legal proof of use of related rational property rights and make additional reports to Customs about the state of the intellectual property rights of goods."	intellectual -> rational	TRUE	TRUE	"[[[33, 33], [59, 59], [88, 88]], [[40, 57], [70, 71]]]"	"[['Customs', 'it', 'Customs'], ['goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights', 'the goods']]"	"[[[33, 33], [59, 59], [88, 88]], [[40, 57], [70, 71]]]"	"[['Customs', 'it', 'Customs'], ['goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights', 'the goods']]"	"[[[33, 33], [59, 59], [88, 88]], [[40, 57], [70, 71]]]"	"[['Customs', 'it', 'Customs'], ['goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights', 'the goods']]"	100	100	"{17, 18, 19, 4, 6, 8}"	"{17, 18, 19, 4, 6, 8}"	TRUE	TRUE	FALSE
bn/nbc/00/nbc_0039	125	20	"Tonight, some of those families made it clear their battle is not over to get to the truth and however difficult, punish the real authors of this crime."	"Tonight, some of those families made it clear their battle is not over to get to the verity and however difficult, punish the real authors of this crime."	truth -> verity	TRUE	TRUE	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	100	100	"{9, 4}"	"{9, 4}"	TRUE	TRUE	FALSE
nw/xinhua/01/chtb_0179	117	2	"Ashitaer, the UN representative of Yemen strongly condemned this incident and asked the United Nations Security Council to be responsible for the passed resolution No. 678 which permits military actions against Iraq."	"Ashitaer, the UN interpreter of Yemen strongly condemned this incident and asked the United Nations Security Council to be responsible for the passed resolution No. 678 which permits military actions against Iraq."	representative -> interpreter	FALSE	FALSE	"[[[3, 3], [14, 15]]]"	"[['UN', 'United Nations']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
nw/wsj/23/wsj_2392	113	6	GM said it still is talking with Jaguar about acquiring a minority interest.	GM said it nonetheless is talking with Jaguar about acquiring a minority interest.	still -> nonetheless	TRUE	TRUE	"[[[0, 0], [2, 2]]]"	"[['GM', 'it']]"	"[[[0, 0], [2, 2]]]"	"[['GM', 'it']]"	"[[[0, 0], [2, 2]]]"	"[['GM', 'it']]"	100	100	"{8, 11, 3, 6}"	"{8, 11, 3, 6}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2356	43	1	He made his remarks to a PLO gathering in Baghdad.	He clear his remarks to a PLO gathering in Baghdad.	made -> clear	FALSE	FALSE	"[[[2, 2], [0, 0]]]"	"[['his', 'He']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
nw/xinhua/01/chtb_0139	184	92	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the rest of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the rest of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial bit."	number -> bit	FALSE	TRUE	"[[[15, 15], [43, 43]], [[16, 17], [22, 23], [54, 54]]]"	"[['July', 'July'], ['last year', 'the year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [54, 54]]]"	"[['July last year', 'July'], ['last year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [54, 54]]]"	"[['July last year', 'July'], ['last year', '1997']]"	100	100	"{9, 12, 13, 6}"	"{9, 12, 13, 6}"	TRUE	TRUE	TRUE
bn/cnn/03/cnn_0399	114	35	"We talked with the lieutenant in Miami and there is big time concern in the Shenandoah neighborhood, southwestern portion of Miami."	"We talked with the lieutenant in Miami and there is big time concern in the Shenandoah neighborhood, southwestern luck of Miami."	portion -> luck	TRUE	TRUE	"[[[6, 6], [21, 21]]]"	"[['Miami', 'Miami']]"	"[[[6, 6], [21, 21]]]"	"[['Miami', 'Miami']]"	"[[[6, 6], [21, 21]]]"	"[['Miami', 'Miami']]"	100	100	"{8, 10}"	"{8, 10}"	TRUE	TRUE	FALSE
bn/pri/00/pri_0079	123	33	"Well, the work that we have so far in English translation suggests that, and indeed this novel, which is a celebration as well of the self of the individual, goes so far as to even divide up to the self."	"Well, the work that we have so far in English translation suggests that, and indeed this novel, which is a celebration as well of the self of the individual, goes so far as to even multiply up to the self."	divide -> multiply	FALSE	FALSE	"[[[42, 43], [27, 31]]]"	"[['the self', 'the self of the individual']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1069	180	23	"They set high expectations for themselves, but their disappointments are likewise large."	"They set high expectations for themselves, but their disappointments are likewise gravid."	large -> gravid	TRUE	TRUE	"[[[0, 0], [5, 5], [8, 8]]]"	"[['They', 'themselves', 'their']]"	"[[[0, 0], [5, 5], [8, 8]]]"	"[['They', 'themselves', 'their']]"	"[[[0, 0], [5, 5], [8, 8]]]"	"[['They', 'themselves', 'their']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	FALSE
bn/pri/00/pri_0039	197	20	Writer Vojislav Jonetic says he is confident the new Yugoslav government will provide plenty of fresh material.	Writer Vojislav Jonetic says he is confident the new Yugoslav government will furnish plenty of fresh material.	provide -> furnish	TRUE	TRUE	"[[[4, 4], [0, 2]]]"	"[['he', 'Writer Vojislav Jonetic']]"	"[[[0, 2], [4, 4]]]"	"[['Writer Vojislav Jonetic', 'he']]"	"[[[0, 2], [4, 4]]]"	"[['Writer Vojislav Jonetic', 'he']]"	100	100	"{10, 3, 6}"	"{10, 3, 6}"	TRUE	TRUE	FALSE
bn/abc/00/abc_0009	51	9	"The Palestinians clearly face the greatest pressure in this summit, since the Israelis are not the only ones blaming them for the outbreak of violence."	"The Palestinians clearly face the greatest insistency in this summit, since the Israelis are not the only ones blaming them for the outbreak of violence."	pressure -> insistency	FALSE	TRUE	"[[[0, 1], [20, 20]]]"	"[['The Palestinians', 'them']]"	"[[[12, 13], [20, 20]]]"	"[['the Israelis', 'them']]"	"[[[12, 13], [20, 20]]]"	"[['the Israelis', 'them']]"	100	100	"{9, 5}"	"{9, 5}"	TRUE	TRUE	TRUE
nw/xinhua/02/chtb_0279	145	46	"Qichen Qian told the French guest that France is the first big western country to establish diplomatic relations with China, and that over the past 30 years since the establishment of diplomatic relations between China and France, the development of bilateral relations has been satisfactory overall despite some complications."	"Qichen Qian told the French guest that France is the first big western country to establish diplomatic relations with China, and that over the past 30 years since the administration of diplomatic relations between China and France, the development of bilateral relations has been satisfactory overall despite some complications."	establishment -> administration	TRUE	TRUE	"[[[37, 37], [7, 7]], [[19, 19], [35, 35]]]"	"[['France', 'France'], ['China', 'China']]"	"[[[7, 7], [37, 37]], [[19, 19], [35, 35]]]"	"[['France', 'France'], ['China', 'China']]"	"[[[7, 7], [37, 37]], [[19, 19], [35, 35]]]"	"[['France', 'France'], ['China', 'China']]"	100	100	"{7, 13, 14}"	"{7, 13, 14}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2330	183	31	"Barring a cold snap or other crop problems in the growing areas, downward pressure on prices is likely to continue into January, when harvesting and processing of oranges in Florida reach their peak, the analyst said."	"Barring a cold snap or other crop problems in the growing areas, downward pressure on prices is likely to stay into January, when harvesting and processing of oranges in Florida reach their peak, the analyst said."	continue -> stay	TRUE	TRUE	"[[[25, 31], [33, 33]]]"	"[['harvesting and processing of oranges in Florida', 'their']]"	"[[[25, 31], [33, 33]]]"	"[['harvesting and processing of oranges in Florida', 'their']]"	"[[[25, 31], [33, 33]]]"	"[['harvesting and processing of oranges in Florida', 'their']]"	100	100	{7}	{7}	TRUE	TRUE	FALSE
nw/xinhua/01/chtb_0139	184	29	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the rest of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the residue of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	rest -> residue	FALSE	FALSE	"[[[15, 15], [43, 43]], [[16, 17], [22, 23], [54, 54]]]"	"[['July', 'July'], ['last year', 'the year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [54, 54]]]"	"[['July last year', 'July'], ['last year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [22, 23], [54, 54]]]"	"[['July last year', 'July'], ['last year', 'the year', '1997']]"	58.33	100	"{9, 12, 13, 6}"	"{6, 7, 8, 9, 12, 13}"	FALSE	TRUE	TRUE
bn/cnn/03/cnn_0329	147	3	"David Williams, one of the POWs whose face we got to know in the coverage that we saw coming from Iraq."	"David Williams, one of the POWs whose case we got to know in the coverage that we saw coming from Iraq."	face -> case	TRUE	TRUE	"[[[17, 17], [9, 9]]]"	"[['we', 'we']]"	"[[[9, 9], [17, 17]]]"	"[['we', 'we']]"	"[[[9, 9], [17, 17]]]"	"[['we', 'we']]"	100	100	"{8, 16}"	"{8, 16}"	TRUE	TRUE	FALSE
bn/pri/00/pri_0079	187	26	"He had survived, if you will, a death sentence, and now in that new freedom of the life in front of him, he takes to the road in the tradition of old Chinese poets and records what he sees, what he hears, the stories that he is told."	"He had survived, if you will, a death sentence, and now in that new freedom of the lifespan in front of him, he takes to the road in the tradition of old Chinese poets and records what he sees, what he hears, the stories that he is told."	life -> lifespan	TRUE	TRUE	"[[[26, 26], [0, 0], [24, 24], [41, 41], [45, 45], [51, 51]]]"	"[['he', 'He', 'him', 'he', 'he', 'he']]"	"[[[0, 0], [24, 24], [26, 26], [41, 41], [45, 45], [51, 51]]]"	"[['He', 'him', 'he', 'he', 'he', 'he']]"	"[[[0, 0], [24, 24], [26, 26], [41, 41], [45, 45], [51, 51]]]"	"[['He', 'him', 'he', 'he', 'he', 'he']]"	100	100	"{3, 7, 8, 9, 11, 12, 13, 15}"	"{3, 7, 8, 9, 11, 12, 13, 15}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1069	79	24	"In comparison to youth or old age, the middle years are often thought of as the time when power, ability, wealth, and physical strength are all at or near their peak, so that one has no excuse for feeling melancholy."	"In comparison to youth or old age, the middle years are often thought of as the time when power, ability, wealth, and physical strength are all at or near their flower, so that one has no excuse for feeling melancholy."	peak -> flower	TRUE	TRUE	"[[[19, 27], [33, 33]]]"	"[['power , ability , wealth , and physical strength', 'their']]"	"[[[19, 27], [33, 33]]]"	"[['power, ability, wealth, and physical strength', 'their']]"	"[[[19, 27], [33, 33]]]"	"[['power, ability, wealth, and physical strength', 'their']]"	100	100	"{10, 11}"	"{10, 11}"	TRUE	TRUE	FALSE
bn/pri/00/pri_0019	34	4	"If their intention was to deter us from our mission of promoting peace and security in the Middle East, they will fail utterly."	"If their intention was to dissuade us from our mission of promoting peace and security in the Middle East, they will fail utterly."	deter -> dissuade	TRUE	TRUE	"[[[8, 8], [6, 6]], [[20, 20], [1, 1]]]"	"[['our', 'us'], ['they', 'their']]"	"[[[1, 1], [20, 20]], [[6, 6], [8, 8]]]"	"[['their', 'they'], ['us', 'our']]"	"[[[1, 1], [20, 20]], [[6, 6], [8, 8]]]"	"[['their', 'they'], ['us', 'our']]"	100	100	"{11, 9, 3, 5}"	"{11, 9, 3, 5}"	TRUE	TRUE	FALSE
bn/pri/00/pri_0039	197	3	Writer Vojislav Jonetic says he is confident the new Yugoslav government will provide plenty of fresh material.	Writer Vojislav Jonetic says he is confident the fresh Yugoslav government will provide plenty of fresh material.	new -> fresh	TRUE	TRUE	"[[[4, 4], [0, 2]]]"	"[['he', 'Writer Vojislav Jonetic']]"	"[[[0, 2], [4, 4]]]"	"[['Writer Vojislav Jonetic', 'he']]"	"[[[0, 2], [4, 4]]]"	"[['Writer Vojislav Jonetic', 'he']]"	100	100	"{10, 3, 6}"	"{10, 3, 6}"	TRUE	TRUE	FALSE
