doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	pairPrecision	pairRecall	oriDepth	newDepth	depthConsistent	keepTest
nw/xinhua/00/chtb_0079	30	22	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to revel preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	enjoy -> revel	FALSE	TRUE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	100	100	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	35	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the telescope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	scope -> telescope	FALSE	FALSE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]]]"	"[['foreign business investment BOT projects', 'their']]"	50	25	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	38	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their discriminatory policies will include investment enterprises and individual investors engaged in BOT projects."	preferential -> discriminatory	FALSE	TRUE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	100	100	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	32	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the orbit of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	scope -> orbit	FALSE	FALSE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]]]"	"[['foreign business investment BOT projects', 'their']]"	50	25	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	19	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to suffer preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	enjoy -> suffer	FALSE	TRUE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	100	100	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	33	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the range of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	scope -> range	FALSE	FALSE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]]]"	"[['foreign business investment BOT projects', 'their']]"	50	25	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	36	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the oscilloscope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	scope -> oscilloscope	FALSE	FALSE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]]]"	"[['foreign business investment BOT projects', 'their']]"	50	25	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	26	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy discriminatory taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	preferential -> discriminatory	FALSE	TRUE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	100	100	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	13	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will stay to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	continue -> stay	FALSE	TRUE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	100	100	"{8, 7}"	"{8, 7}"	TRUE	TRUE
nw/xinhua/00/chtb_0079	30	45	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors plight in BOT projects."	engaged -> plight	FALSE	TRUE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	100	100	"{8, 7}"	"{8, 6, 7}"	FALSE	TRUE
nw/xinhua/00/chtb_0079	30	17	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will continue to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	"Data provided by the State Taxation Administration show that, starting next year, foreign business investment BOT projects will proceed to enjoy preferential taxation, and the scope of their preferential policies will include investment enterprises and individual investors engaged in BOT projects."	continue -> proceed	FALSE	TRUE	"[[[3, 6], [30, 30]]]"	"[['the State Taxation Administration', 'their']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	"[[[14, 18], [30, 30]], [[17, 17], [42, 42]]]"	"[['foreign business investment BOT projects', 'their'], ['BOT', 'BOT']]"	100	100	"{8, 7}"	"{8, 7}"	TRUE	TRUE
bn/pri/00/pri_0039	31	14	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the sometime Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	former -> sometime	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	13	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the old Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	former -> old	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	17	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in later November."	late -> later	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	3	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the universe and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	world -> universe	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	21	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in previous November."	late -> previous	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	10	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the other Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	former -> other	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	18	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in tardy November."	late -> tardy	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	19	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in early November."	late -> early	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	4	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the humanity and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	world -> humanity	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	2	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the humankind and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	world -> humankind	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	20	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in former November."	late -> former	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	6	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the populace and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	world -> populace	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	7	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the mankind and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	world -> mankind	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	22	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in recent November."	late -> recent	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	1	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the domain and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	world -> domain	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	"[[[2, 3], [28, 28]]]"	"[['the domain', 'Index']]"	0	0	set()	"{18, 5}"	FALSE	TRUE
bn/pri/00/pri_0039	31	16	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Jugoslavija scattered by the wars here, from Australia to New York where Index will be returning in late November."	Yugoslavia -> Jugoslavija	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	0	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the creation and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	world -> creation	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	15	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the latter Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	former -> latter	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	24	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late Nov."	November -> Nov	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/pri/00/pri_0039	31	23	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November."	"They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in belated November."	late -> belated	FALSE	FALSE	"[[[28, 28], [0, 0]]]"	"[['Index', 'They']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
nw/wsj/23/wsj_2375	32	3	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such inquisitive securities over a period of years.	speculative -> inquisitive	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	7	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such speculative securities over a menstruum of years.	period -> menstruum	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	6	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such notional securities over a period of years.	speculative -> notional	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	2	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislating requires that all thrifts divest themselves of such speculative securities over a period of years.	legislation -> legislating	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	10	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such speculative securities over a menstruation of years.	period -> menstruation	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	4	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such risky securities over a period of years.	speculative -> risky	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	1	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal lawmaking requires that all thrifts divest themselves of such speculative securities over a period of years.	legislation -> lawmaking	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	12	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such speculative securities over a catamenia of years.	period -> catamenia	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	0	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New unitary legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	federal -> unitary	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	13	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of days.	years -> days	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	9	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such speculative securities over a flow of years.	period -> flow	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	8	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such speculative securities over a stop of years.	period -> stop	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	11	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such speculative securities over a point of years.	period -> point	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2375	32	5	New federal legislation requires that all thrifts divest themselves of such speculative securities over a period of years.	New federal legislation requires that all thrifts divest themselves of such bad securities over a period of years.	speculative -> bad	TRUE	TRUE	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	"[[[5, 6], [8, 8]]]"	"[['all thrifts', 'themselves']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2330	33	14	"However, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $ 1.34 a pound from around $ 1.55."	"However, as expected, Brazil waited for the crop estimate to derive out and then cut the export price of its juice concentrate to about $1.34 a pound from around $1.55."	come -> derive	TRUE	TRUE	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	100	100	"{3, 7}"	"{3, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2330	33	19	"However, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $ 1.34 a pound from around $ 1.55."	"However, as expected, Brazil waited for the crop estimate to descend out and then cut the export price of its juice concentrate to about $1.34 a pound from around $1.55."	come -> descend	TRUE	TRUE	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	100	100	"{3, 7}"	"{3, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2330	33	3	"However, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $ 1.34 a pound from around $ 1.55."	"still, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $1.34 a pound from around $1.55."	However -> still	TRUE	TRUE	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	100	100	"{3, 7}"	"{3, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2330	33	27	"However, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $ 1.34 a pound from around $ 1.55."	"However, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $1.34 a quid from around $1.55."	pound -> quid	TRUE	TRUE	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	100	100	"{3, 7}"	"{3, 7}"	TRUE	TRUE
nw/wsj/23/wsj_2330	33	32	"However, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $ 1.34 a pound from around $ 1.55."	"However, as expected, Brazil waited for the crop estimate to come out and then cut the export price of its juice concentrate to about $1.34 a punt from around $1.55."	pound -> punt	TRUE	TRUE	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	"[[[5, 5], [21, 21]]]"	"[['Brazil', 'its']]"	100	100	"{3, 7}"	"{3, 7}"	TRUE	TRUE
