	doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	oriPrecision	oriRecall	pairPrecision	pairRecall	oriDepth	newDepth	depthConsistent
42	mz/sinorama/10/ectb_1019	9	1	I have always remembered the encouragement which Mr. Yu Youren gave me as a young reporter.	I have always remembered the encouragement that Mr . Yu Youren gave me as a young reporter .	which -> that	True	False	[[[0, 0], [11, 11]]]	[['I', 'me']]	[[[0, 0], [11, 11]]]	[['I', 'me']]	[[[0, 0], [12, 12]]]	[['I', 'me']]	100.0	100.0	0.0	0.0	{9, 3, 4, 6}	{9, 3, 4, 6}	True
298	nw/wsj/23/wsj_2328	61	0	Financial Corp. said it agreed to buy the bonds after a representative of Ivan F. Boesky Corp. visited it in November 1983 and said Financial Corp. could improve its financial condition by purchasing the bonds.	Financial Corp . said it agreed to buy the bonds when a representative of Ivan F . Boesky Corp . visited it in November 1983 and said Financial Corp . could improve its financial condition by purchasing the bonds .	after -> when	True	False	[[[0, 1], [24, 25], [28, 28], [3, 3], [18, 18]], [[33, 34], [7, 8]]]	[['Financial Corp.', 'Financial Corp.', 'its', 'it', 'it'], ['the bonds', 'the bonds']]	[[[0, 1], [3, 3], [18, 18], [24, 25], [28, 28]], [[7, 8], [33, 34]]]	[['Financial Corp.', 'it', 'it', 'Financial Corp.', 'its'], ['the bonds', 'the bonds']]	[[[0, 2], [4, 4], [21, 21], [27, 29], [32, 32]], [[8, 9], [37, 38]]]	[['Financial Corp .', 'it', 'it', 'Financial Corp .', 'its'], ['the bonds', 'the bonds']]	100.0	100.0	0.0	0.0	{3, 6, 10, 13, 14, 16, 18, 21}	{4, 5, 8, 9, 13, 16, 17}	False
330	nw/xinhua/02/chtb_0249	67	2	China still believes in the path that it itself has specified.	China alone believes in the path that it itself has specified .	still -> alone	False	False	[[[0, 0], [8, 8], [7, 8]]]	[['China', 'itself', 'it itself']]	[[[0, 0], [7, 8]]]	[['China', 'it itself']]	[[[0, 1], [7, 8]]]	[['China alone', 'it itself']]	100.0	33.33	0.0	0.0	{3, 6}	{3, 6}	True
258	nw/wsj/23/wsj_2382	53	0	Mr. Nesbit also said the FDA has asked Bolar Pharmaceutical Co. to recall at the retail level its urinary tract antibiotic.	Mr . Nesbit also said the FDA has asked Molar Pharmaceutical Co . to recall at the retail level its urinary tract antibiotic .	Bo -> Mo	True	False	[[[8, 10], [17, 17]]]	[['Bolar Pharmaceutical Co.', 'its']]	[[[8, 10], [17, 17]]]	[['Bolar Pharmaceutical Co.', 'its']]	[[[9, 12], [19, 19]]]	[['Molar Pharmaceutical Co .', 'its']]	100.0	100.0	0.0	0.0	{8, 11}	{9, 12}	False
227	bn/voa/02/voa_0259	46	4	After the angry outburst Mr. Arafat reaffirmed his commitment to peace and his willingness to meet Mr. Barak.	After an angry outburst Mr . Arafat reaffirmed his commitment to peace and his willingness to meet Mr . Barak .	the -> an	True	False	[[[4, 5], [12, 12], [7, 7]]]	[['Mr. Arafat', 'his', 'his']]	[[[4, 5], [7, 7], [12, 12]]]	[['Mr. Arafat', 'his', 'his']]	[[[4, 6], [8, 8], [13, 13]]]	[['Mr . Arafat', 'his', 'his']]	100.0	100.0	0.0	0.0	{3, 4, 6}	{3, 4, 6}	True
802	bn/abc/00/abc_0009	161	4	I urge Mr. Barak to lift the siege of Palestinians, to speak to the Palestinians as its neighbors because they are his neighbors.	I urge Dr . Barak to lift the siege of Palestinians , to speak to the Palestinians as its neighbors because they are his neighbors .	Mr -> Dr	False	False	[[[14, 15], [20, 20], [9, 9]], [[22, 22], [2, 3]]]	[['the Palestinians', 'they', 'Palestinians'], ['his', 'Mr. Barak']]	[[[2, 3], [22, 22]], [[6, 9], [17, 17], [20, 20]]]	[['Mr. Barak', 'his'], ['the siege of Palestinians', 'its', 'they']]	[[[7, 10], [18, 18], [21, 21]]]	[['the siege of Palestinians', 'its', 'they']]	29.16	29.16	0.0	0.0	{8, 13, 12, 5}	{8, 12, 13}	False
969	nw/wsj/23/wsj_2347	195	3	But Justice Brennan foresaw his new role, strongly defending the importance of dissents in a 1985 speech.	But Justice Brennan foresaw the new role , strongly defending the importance of dissents in a 1985 speech .	his -> the	True	False	[[[4, 4], [1, 2]]]	[['his', 'Justice Brennan']]	[[[1, 2], [4, 4]]]	[['Justice Brennan', 'his']]	[]	[]	100.0	100.0	0.0	0.0	{3, 4}	set()	False
749	nw/wsj/23/wsj_2355	151	1	Mr. Thygerson said he had planned to travel between the job in Denver and his San Diego home, but has found the commute too difficult to continue.	Mr . Thygerson said he had planned to travel between the job in Denver and his San Diego home , but has found the commute very difficult to continue .	too -> very	True	False	[[[0, 1], [3, 3], [14, 14]]]	[['Mr. Thygerson', 'he', 'his']]	[[[0, 1], [3, 3], [14, 14]]]	[['Mr. Thygerson', 'he', 'his']]	[[[0, 2], [4, 4], [15, 15]]]	[['Mr . Thygerson', 'he', 'his']]	100.0	100.0	0.0	0.0	{3, 6, 10, 14, 15}	{3, 6, 10, 14, 15}	True
880	nw/wsj/23/wsj_2353	177	4	Valley Federal said Friday that it is considering whether to seek another buyer for the branches or to pursue the transaction with Imperial Corp., which said it is attempting to meet Community Reinvestment Act requirements.	American Federal said Friday that it is considering whether to seek another buyer for the branches or to pursue the transaction with Imperial Corp . , which said it is attempting to meet Community Reinvestment Act requirements .	Valley -> American	False	False	[[[0, 1], [5, 5]], [[22, 35], [27, 27]]]	[['Valley Federal', 'it'], ['Imperial Corp. , which said it is attempting to meet Community Reinvestment Act requirements', 'it']]	[[[0, 1], [5, 5], [27, 27]]]	[['Valley Federal', 'it', 'it']]	[[[0, 1], [5, 5], [28, 28]]]	[['American Federal', 'it', 'it']]	16.66	25.0	33.33	33.33	{3, 6, 13, 20, 26}	{3, 6, 13, 20, 26}	True
556	nw/wsj/23/wsj_2321	112	3	When she met the local press for the first time on Friday, Mrs. Hills firmly reiterated the need for progress in removing barriers to trade in forest products, satellites and supercomputers, three areas targeted under the Super 301 provision of the 1988 trade bill.	When she met the local press for the first time on Thursday , Mrs . Hills firmly reiterated the need for progress in removing barriers to trade in forest products , satellites and supercomputers , three areas targeted under the Super 301 provision of the 1988 trade bill .	Friday -> Thursday	True	False	[[[13, 14], [1, 1]]]	[['Mrs. Hills', 'she']]	[[[1, 1], [13, 14]]]	[['she', 'Mrs. Hills']]	[]	[]	100.0	100.0	0.0	0.0	{3, 5}	set()	False
879	nw/wsj/23/wsj_2353	177	3	Valley Federal said Friday that it is considering whether to seek another buyer for the branches or to pursue the transaction with Imperial Corp., which said it is attempting to meet Community Reinvestment Act requirements.	First Federal said Friday that it is considering whether to seek another buyer for the branches or to pursue the transaction with Imperial Corp . , which said it is attempting to meet Community Reinvestment Act requirements .	Valley -> First	False	False	[[[0, 1], [5, 5]], [[22, 35], [27, 27]]]	[['Valley Federal', 'it'], ['Imperial Corp. , which said it is attempting to meet Community Reinvestment Act requirements', 'it']]	[[[0, 1], [5, 5], [27, 27]]]	[['Valley Federal', 'it', 'it']]	[[[0, 1], [5, 5], [28, 28]]]	[['First Federal', 'it', 'it']]	16.66	25.0	33.33	33.33	{3, 6, 13, 20, 26}	{3, 6, 13, 20, 26}	True
876	nw/wsj/23/wsj_2353	177	0	Valley Federal said Friday that it is considering whether to seek another buyer for the branches or to pursue the transaction with Imperial Corp., which said it is attempting to meet Community Reinvestment Act requirements.	Valley Federal said Friday that it was considering whether to seek another buyer for the branches or to pursue the transaction with Imperial Corp . , which said it is attempting to meet Community Reinvestment Act requirements .	is -> was	False	False	[[[0, 1], [5, 5]], [[22, 35], [27, 27]]]	[['Valley Federal', 'it'], ['Imperial Corp. , which said it is attempting to meet Community Reinvestment Act requirements', 'it']]	[[[0, 1], [5, 5], [27, 27]]]	[['Valley Federal', 'it', 'it']]	[[[0, 1], [5, 5], [28, 28]]]	[['Valley Federal', 'it', 'it']]	16.66	25.0	33.33	33.33	{3, 6, 13, 20, 26}	{3, 6, 13, 20, 26}	True
696	nw/xinhua/00/chtb_0049	140	3	In order to promote the development of the Tumen River region, South Korea donated one million US dollars to establish the Tumen River development fund.	In order to promote the development of the Tumen River region , South Korea contributed one million US dollars to establish the Tumen River development fund .	donated -> contributed	False	False	[[[22, 23], [8, 9]]]	[['Tumen River', 'Tumen River']]	[[[7, 10], [22, 23]]]	[['the Tumen River region', 'Tumen River']]	[]	[]	0.0	0.0	0.0	0.0	{8, 9, 11}	set()	False
107	bn/voa/00/voa_0029	22	1	Late Thursday, Mr. Barak invited Likud opposition leader Ariel Sharon to join him in a government of national emergency.	On Thursday , Mr . Barak invited Likud opposition leader Ariel Sharon to join him in a government of national emergency .	Late -> On	False	False	[[[3, 4], [13, 13]]]	[['Mr. Barak', 'him']]	[[[6, 10], [13, 13]]]	[['Likud opposition leader Ariel Sharon', 'him']]	[[[7, 11], [14, 14]]]	[['Likud opposition leader Ariel Sharon', 'him']]	0.0	0.0	0.0	0.0	{5, 7}	{5, 7}	True
984	bn/cnn/02/cnn_0239	198	3	Well, we sold all 80,000 tickets through our web site.	Well , we sold all 80 , 000 tickets on our web site .	through -> on	True	False	[[[8, 8], [2, 2]]]	[['our', 'we']]	[[[2, 2], [8, 8]]]	[['we', 'our']]	[[[2, 2], [10, 10]]]	[['we', 'our']]	100.0	100.0	0.0	0.0	{3, 5}	{3, 7}	False
645	nw/wsj/23/wsj_2377	130	2	The privilege, however, has been limited in accordance with its plain language to protect the defendant in criminal matters only.	The privilege , however , has been limited in accordance with the plain language to protect the defendant in criminal matters only .	its -> the	True	False	[[[0, 1], [11, 11]]]	[['The privilege', 'its']]	[[[0, 1], [11, 11]]]	[['The privilege', 'its']]	[]	[]	100.0	100.0	0.0	0.0	{3, 7}	set()	False
108	bn/voa/00/voa_0029	22	2	Late Thursday, Mr. Barak invited Likud opposition leader Ariel Sharon to join him in a government of national emergency.	Late Thursday , Mr . Barak called Likud opposition leader Ariel Sharon to join him in a government of national emergency .	invited -> called	False	False	[[[3, 4], [13, 13]]]	[['Mr. Barak', 'him']]	[[[6, 10], [13, 13]]]	[['Likud opposition leader Ariel Sharon', 'him']]	[[[7, 11], [14, 14]]]	[['Likud opposition leader Ariel Sharon', 'him']]	0.0	0.0	0.0	0.0	{5, 7}	{5, 7}	True
37	nw/wsj/23/wsj_2369	8	1	The latter typically is the humor of the underdog, and it was perfected by both blacks and Jews on the minstrel and vaudeville stage as a means of mocking their white and gentile audiences along with themselves.	The latter typically is the humor of the underdog , and it was perfected by both blacks and Jews for the minstrel and vaudeville stage as a means of mocking their white and gentile audiences along with themselves .	on -> for	False	False	[[[30, 30], [15, 18], [37, 37]], [[11, 11], [0, 1]]]	[['their', 'both blacks and Jews', 'themselves'], ['it', 'The latter']]	[[[0, 1], [11, 11]], [[15, 24], [30, 30], [37, 37]]]	[['The latter', 'it'], ['both blacks and Jews on the minstrel and vaudeville stage', 'their', 'themselves']]	[[[0, 1], [11, 11]], [[15, 18], [30, 30], [37, 37]]]	[['The latter', 'it'], ['both blacks and Jews', 'their', 'themselves']]	58.33	58.33	58.33	58.33	{4, 8, 11, 12, 13}	{4, 8, 11, 12, 13}	True
704	bn/cnn/01/cnn_0179	142	1	Yesterday, Mr. Clinton spoke to supporters in his home state of Arkansas.	Yesterday , Mr . Clinton spoke to supporters in his home state of Tennessee .	Arkansas -> Tennessee	True	False	[[[2, 3], [8, 8]]]	[['Mr. Clinton', 'his']]	[[[2, 3], [8, 8]]]	[['Mr. Clinton', 'his']]	[]	[]	100.0	100.0	0.0	0.0	{3, 6}	set()	False
798	bn/abc/00/abc_0009	161	0	I urge Mr. Barak to lift the siege of Palestinians, to speak to the Palestinians as its neighbors because they are his neighbors.	I ask Mr . Barak to lift the siege of Palestinians , to speak to the Palestinians as its neighbors because they are his neighbors .	urge -> ask	False	False	[[[14, 15], [20, 20], [9, 9]], [[22, 22], [2, 3]]]	[['the Palestinians', 'they', 'Palestinians'], ['his', 'Mr. Barak']]	[[[2, 3], [22, 22]], [[6, 9], [17, 17], [20, 20]]]	[['Mr. Barak', 'his'], ['the siege of Palestinians', 'its', 'they']]	[[[7, 10], [18, 18], [21, 21]]]	[['the siege of Palestinians', 'its', 'they']]	29.16	29.16	0.0	0.0	{8, 13, 12, 5}	{8, 12, 13}	False
968	nw/wsj/23/wsj_2347	195	2	But Justice Brennan foresaw his new role, strongly defending the importance of dissents in a 1985 speech.	Chief Justice Brennan foresaw his new role , strongly defending the importance of dissents in a 1985 speech .	But -> Chief	True	False	[[[4, 4], [1, 2]]]	[['his', 'Justice Brennan']]	[[[1, 2], [4, 4]]]	[['Justice Brennan', 'his']]	[[[0, 2], [4, 4]]]	[['Chief Justice Brennan', 'his']]	100.0	100.0	0.0	0.0	{3, 4}	{4}	False
44	mz/sinorama/10/ectb_1019	9	3	I have always remembered the encouragement which Mr. Yu Youren gave me as a young reporter.	I have always remembered the encouragement which Mrs . Yu Youren gave me as a young reporter .	Mr -> Mrs	True	False	[[[0, 0], [11, 11]]]	[['I', 'me']]	[[[0, 0], [11, 11]]]	[['I', 'me']]	[[[0, 0], [12, 12]]]	[['I', 'me']]	100.0	100.0	0.0	0.0	{9, 3, 4, 6}	{9, 3, 4, 6}	True
903	bn/pri/00/pri_0079	182	2	I think he has published about 18 plays now and he writes his plays in French.	I think he has published some 18 plays now and he writes his plays in French .	about -> some	False	False	[[[2, 2], [10, 10], [12, 12]]]	[['he', 'he', 'his']]	[[[0, 0], [2, 2], [10, 10]]]	[['I', 'he', 'he']]	[[[0, 0], [2, 2], [10, 10]], [[5, 7], [12, 13]]]	[['I', 'he', 'he'], ['some 18 plays', 'his plays']]	33.33	33.33	75.0	100.0	{4, 7, 8}	{4, 5, 7, 8, 9}	False
752	nw/wsj/23/wsj_2355	151	4	Mr. Thygerson said he had planned to travel between the job in Denver and his San Diego home, but has found the commute too difficult to continue.	Mr . Thygerson said he had planned to travel between the job in Denver and his San Diego home , but has found the commute more difficult to continue .	too -> more	True	False	[[[0, 1], [3, 3], [14, 14]]]	[['Mr. Thygerson', 'he', 'his']]	[[[0, 1], [3, 3], [14, 14]]]	[['Mr. Thygerson', 'he', 'his']]	[[[0, 2], [4, 4], [15, 15]]]	[['Mr . Thygerson', 'he', 'his']]	100.0	100.0	0.0	0.0	{3, 6, 10, 14, 15}	{3, 6, 10, 14, 15}	True
378	mz/sinorama/10/ectb_1019	77	0	Once I was driving her somewhere to report a story when we had an accident, and she suffered some badly broken bones.	Once I was driving her somewhere to report a story when she had an accident , and she suffered some badly broken bones .	we -> she	True	False	[[[4, 4], [17, 17]]]	[['her', 'she']]	[[[4, 4], [17, 17]]]	[['her', 'she']]	[[[4, 4], [11, 11], [17, 17]]]	[['her', 'she', 'she']]	100.0	100.0	33.33	100.0	{8, 4}	{4, 6, 8}	False
318	mz/sinorama/10/ectb_1009	65	0	At the first opportunity, however, they leave to set up shop for themselves.	At their first opportunity , however , they leave to set up shop for themselves .	the -> their	True	False	[[[14, 14], [7, 7]]]	[['themselves', 'they']]	[[[7, 7], [14, 14]]]	[['they', 'themselves']]	[[[1, 1], [7, 7], [14, 14]]]	[['their', 'they', 'themselves']]	100.0	100.0	33.33	100.0	{9, 3}	{9, 3, 4}	False
511	mz/sinorama/10/ectb_1069	103	3	Their candles are burning at both ends, because they are trying to live up to two old role models rather than establishing a new one for themselves.	The candles are burning at both ends , because they are trying to live up to two old role models rather than establishing a new one for themselves .	Their -> The	True	False	[[[27, 27], [9, 9], [0, 0]]]	[['themselves', 'they', 'Their']]	[[[0, 0], [9, 9], [27, 27]]]	[['Their', 'they', 'themselves']]	[[[9, 9], [27, 27]]]	[['they', 'themselves']]	100.0	100.0	100.0	33.33	{3, 12, 7}	{12, 7}	False
715	nw/xinhua/01/chtb_0189	144	2	In order to benefit society, the Wangma Computer Company determinedly gave up an opportunity that would have earned big money by dedicating unencoded floppy disks to users, allowing them to copy by themselves.	In order to benefit society , the Wangma Computer Company determinedly gave up an opportunity that would have made big money by dedicating unencoded floppy disks to users , allowing them to copy by themselves .	earned -> made	False	False	[[[34, 34], [30, 30], [27, 27]]]	[['themselves', 'them', 'users']]	[[[6, 9], [34, 34]], [[27, 27], [30, 30]]]	[['the Wangma Computer Company', 'themselves'], ['users', 'them']]	[[[27, 27], [30, 30], [34, 34]]]	[['users', 'them', 'themselves']]	50.0	33.33	16.66	25.0	{3, 6, 10, 14}	{10, 14, 6}	False
299	nw/wsj/23/wsj_2328	61	1	Financial Corp. said it agreed to buy the bonds after a representative of Ivan F. Boesky Corp. visited it in November 1983 and said Financial Corp. could improve its financial condition by purchasing the bonds.	Financial Corp . said it agreed to buy the bonds after a representative of Ivan F . Boesky Corp . visited it in December 1983 and said Financial Corp . could improve its financial condition by purchasing the bonds .	November -> December	True	False	[[[0, 1], [24, 25], [28, 28], [3, 3], [18, 18]], [[33, 34], [7, 8]]]	[['Financial Corp.', 'Financial Corp.', 'its', 'it', 'it'], ['the bonds', 'the bonds']]	[[[0, 1], [3, 3], [18, 18], [24, 25], [28, 28]], [[7, 8], [33, 34]]]	[['Financial Corp.', 'it', 'it', 'Financial Corp.', 'its'], ['the bonds', 'the bonds']]	[[[0, 2], [4, 4], [21, 21], [27, 29], [32, 32]], [[8, 9], [37, 38]]]	[['Financial Corp .', 'it', 'it', 'Financial Corp .', 'its'], ['the bonds', 'the bonds']]	100.0	100.0	0.0	0.0	{3, 6, 10, 13, 14, 16, 18, 21}	{4, 5, 8, 9, 13, 16, 17}	False
350	bn/cnn/03/cnn_0349	71	2	there are 15,000 companies in the United States, and I think the great bulk of them are very honestly managed and so forth.	there are 15 , 000 companies in the United States , and I think a great bulk of them are very honestly managed and so forth .	the -> a	True	False	[[[16, 16], [2, 7]]]	[['them', '15,000 companies in the United States']]	[[[2, 7], [16, 16]]]	[['15,000 companies in the United States', 'them']]	[[[2, 9], [18, 18]]]	[['15 , 000 companies in the United States', 'them']]	100.0	100.0	0.0	0.0	{9, 6}	{9, 6}	True
801	bn/abc/00/abc_0009	161	3	I urge Mr. Barak to lift the siege of Palestinians, to speak to the Palestinians as its neighbors because they are his neighbors.	I urge Mr . Barak to end the siege of Palestinians , to speak to the Palestinians as its neighbors because they are his neighbors .	lift -> end	False	False	[[[14, 15], [20, 20], [9, 9]], [[22, 22], [2, 3]]]	[['the Palestinians', 'they', 'Palestinians'], ['his', 'Mr. Barak']]	[[[2, 3], [22, 22]], [[6, 9], [17, 17], [20, 20]]]	[['Mr. Barak', 'his'], ['the siege of Palestinians', 'its', 'they']]	[[[7, 10], [18, 18], [21, 21]]]	[['the siege of Palestinians', 'its', 'they']]	29.16	29.16	0.0	0.0	{8, 13, 12, 5}	{8, 12, 13}	False
676	mz/sinorama/10/ectb_1029	136	3	Johnsee Lee says that according to US market research estimates, the worldwide annual consumption of microarray chips is currently around 250,000, in two years this is expected to grow to 1.2 million.	Johnsee Lee says that according to US market research estimates , the worldwide annual consumption of microarray chips is currently around 500 , 000 ; in two years this is expected to grow to 1 . 2 million .	250 -> 500	True	False	[[[26, 26], [11, 17]]]	[['this', 'the worldwide annual consumption of microarray chips']]	[[[11, 17], [26, 26]]]	[['the worldwide annual consumption of microarray chips', 'this']]	[[[11, 17], [28, 28]]]	[['the worldwide annual consumption of microarray chips', 'this']]	100.0	100.0	0.0	0.0	{12, 7}	{8, 4}	False
706	bn/cnn/01/cnn_0179	142	3	Yesterday, Mr. Clinton spoke to supporters in his home state of Arkansas.	Yesterday , Mr . Clinton spoke to supporters in his home state of Georgia .	Arkansas -> Georgia	True	False	[[[2, 3], [8, 8]]]	[['Mr. Clinton', 'his']]	[[[2, 3], [8, 8]]]	[['Mr. Clinton', 'his']]	[]	[]	100.0	100.0	0.0	0.0	{3, 6}	set()	False
925	bn/nbc/00/nbc_0029	186	4	Tonight for both George Bush and Al Gore and their war rooms all their advisers, this really comes down to a numbers game.	As for both George Bush and Al Gore and their war rooms all their advisers , this really comes down to a numbers game .	Tonight -> As	False	False	[[[13, 13], [3, 7], [9, 9]]]	[['their', 'George Bush and Al Gore', 'their']]	[[[2, 7], [9, 9]]]	[['both George Bush and Al Gore', 'their']]	[[[2, 7], [9, 9], [13, 13]]]	[['both George Bush and Al Gore', 'their', 'their']]	0.0	0.0	33.33	100.0	{5, 6}	{6, 7}	False
106	bn/voa/00/voa_0029	22	0	Late Thursday, Mr. Barak invited Likud opposition leader Ariel Sharon to join him in a government of national emergency.	Late Thursday , Mr . Barak asked Likud opposition leader Ariel Sharon to join him in a government of national emergency .	invited -> asked	False	False	[[[3, 4], [13, 13]]]	[['Mr. Barak', 'him']]	[[[6, 10], [13, 13]]]	[['Likud opposition leader Ariel Sharon', 'him']]	[[[7, 11], [14, 14]]]	[['Likud opposition leader Ariel Sharon', 'him']]	0.0	0.0	0.0	0.0	{5, 7}	{5, 7}	True
225	bn/voa/02/voa_0259	46	2	After the angry outburst Mr. Arafat reaffirmed his commitment to peace and his willingness to meet Mr. Barak.	Following the angry outburst Mr . Arafat reaffirmed his commitment to peace and his willingness to meet Mr . Barak .	After -> Following	True	False	[[[4, 5], [12, 12], [7, 7]]]	[['Mr. Arafat', 'his', 'his']]	[[[4, 5], [7, 7], [12, 12]]]	[['Mr. Arafat', 'his', 'his']]	[[[4, 6], [8, 8], [13, 13]]]	[['Mr . Arafat', 'his', 'his']]	100.0	100.0	0.0	0.0	{3, 4, 6}	{3, 4, 6}	True
223	bn/voa/02/voa_0259	46	0	After the angry outburst Mr. Arafat reaffirmed his commitment to peace and his willingness to meet Mr. Barak.	After his angry outburst Mr . Arafat reaffirmed his commitment to peace and his willingness to meet Mr . Barak .	the -> his	True	False	[[[4, 5], [12, 12], [7, 7]]]	[['Mr. Arafat', 'his', 'his']]	[[[4, 5], [7, 7], [12, 12]]]	[['Mr. Arafat', 'his', 'his']]	[[[1, 1], [4, 6], [8, 8], [13, 13]]]	[['his', 'Mr . Arafat', 'his', 'his']]	100.0	100.0	0.0	0.0	{3, 4, 6}	{3, 4, 6}	True
878	nw/wsj/23/wsj_2353	177	2	Valley Federal said Friday that it is considering whether to seek another buyer for the branches or to pursue the transaction with Imperial Corp., which said it is attempting to meet Community Reinvestment Act requirements.	Valley Federal said Friday that it is considering whether to seek another buyer for the branches or to pursue the transaction with Imperial Corp . , which said it was attempting to meet Community Reinvestment Act requirements .	is -> was	False	False	[[[0, 1], [5, 5]], [[22, 35], [27, 27]]]	[['Valley Federal', 'it'], ['Imperial Corp. , which said it is attempting to meet Community Reinvestment Act requirements', 'it']]	[[[0, 1], [5, 5], [27, 27]]]	[['Valley Federal', 'it', 'it']]	[[[0, 1], [5, 5], [28, 28]]]	[['Valley Federal', 'it', 'it']]	16.66	25.0	33.33	33.33	{3, 6, 13, 20, 26}	{3, 6, 13, 20, 26}	True
257	bn/nbc/00/nbc_0029	52	4	I want everybody who tried to vote who legally voted to have their vote count, including service people.	I want everybody who tried to vote and legally voted to have their vote count , including service people .	who -> and	False	False	[[[12, 12], [2, 9]]]	[['their', 'everybody who tried to vote who legally voted']]	[[[2, 18], [12, 12]]]	[['everybody who tried to vote who legally voted to have their vote count, including service people', 'their']]	[[[2, 9], [12, 12]]]	[['everybody who tried to vote and legally voted', 'their']]	0.0	0.0	0.0	0.0	{17, 5}	{12, 5}	False
764	nw/wsj/23/wsj_2376	154	1	'Well, in some ways it is different, but technically it is just the same.	Well , in some ways this is different , but technically it is just the same .	it -> this	True	False	[[[12, 12], [6, 6]]]	[['it', 'it']]	[[[6, 6], [12, 12]]]	[['it', 'it']]	[]	[]	100.0	100.0	0.0	0.0	{4}	set()	False
985	bn/cnn/02/cnn_0239	198	4	Well, we sold all 80,000 tickets through our web site.	Well , we sold all 20 , 000 tickets through our web site .	80 -> 20	True	False	[[[8, 8], [2, 2]]]	[['our', 'we']]	[[[2, 2], [8, 8]]]	[['we', 'our']]	[[[2, 2], [10, 10]]]	[['we', 'our']]	100.0	100.0	0.0	0.0	{3, 5}	{3, 7}	False
206	nw/wsj/23/wsj_2394	42	0	Budget Rent a Car Corp., of Chicago, and National Car Rental Systems Inc., of Minneapolis, both said they had no plans to follow suit.	Budget Rent a Car Corp . , of Detroit , and National Car Rental Systems Inc . , of Minneapolis , both said they had no plans to follow suit .	Chicago -> Detroit	False	False	[[[21, 21], [0, 18]]]	[['they', 'Budget Rent a Car Corp. , of Chicago , and National Car Rental Systems Inc. , of Minneapolis ,']]	[[[19, 19], [21, 21]]]	[['both', 'they']]	[[[21, 21], [23, 23]]]	[['both', 'they']]	0.0	0.0	0.0	0.0	{4, 6}	{3, 6}	False
185	nw/wsj/23/wsj_2335	37	4	Mr. Field also had been chairman of McKesson Corp., resigning that post after a dispute with the board over corporate strategy.	Mr . Field also had been chairman of McKesson Corp . , resigning that post in a dispute with the board over corporate strategy .	after -> in	False	False	[[[11, 12], [5, 8]]]	[['that post', 'chairman of McKesson Corp.']]	[[[5, 5], [11, 12]]]	[['chairman', 'that post']]	[[[6, 6], [13, 14]]]	[['chairman', 'that post']]	0.0	0.0	0.0	0.0	{6, 7}	{5, 6}	False
405	mz/sinorama/10/ectb_1029	82	2	In other words, whereas in the past researchers had to investigate each gene individually, today, using biochips, they can obtain test results for tens of thousands of genes at once.	In other words , whereas in the past researchers had to investigate each gene separately , today , using biochips , they can obtain test results for tens of thousands of genes at once .	individually -> separately	True	False	[[[21, 21], [8, 8]]]	[['they', 'researchers']]	[[[8, 8], [21, 21]]]	[['researchers', 'they']]	[]	[]	100.0	100.0	0.0	0.0	{3, 6}	set()	False
105	nw/wsj/23/wsj_2351	21	4	But for all its success, CNN has hit a plateau.	But for all its success , CNN has hit its plateau .	a -> its	True	False	[[[3, 3], [6, 6]]]	[['its', 'CNN']]	[[[3, 3], [6, 6]]]	[['its', 'CNN']]	[[[3, 3], [6, 6], [9, 9]]]	[['its', 'CNN', 'its']]	100.0	100.0	33.33	100.0	{3, 4}	{3, 4, 5}	False
918	bn/cnn/03/cnn_0339	185	2	They use the gunships to kill, we think, not less than 50,000 inhabitants of southern Iraq and trying to do that to the Kurds, as well, so it was a knife edge.	They use the gunships to kill , we think , not less than 50 , 000 inhabitants of northern Iraq and trying to do that to the Kurds , as well , so it was a knife edge .	southern -> northern	False	False	[[[5, 5], [22, 22]]]	[['kill', 'that']]	[[[1, 1], [22, 22]]]	[['use', 'that']]	[[[1, 1], [24, 24]]]	[['use', 'that']]	0.0	0.0	0.0	0.0	{3, 12}	{8, 4}	False
703	bn/cnn/01/cnn_0179	142	0	Yesterday, Mr. Clinton spoke to supporters in his home state of Arkansas.	Yesterday , Mr . Clinton wrote to supporters in his home state of Arkansas .	spoke -> wrote	True	False	[[[2, 3], [8, 8]]]	[['Mr. Clinton', 'his']]	[[[2, 3], [8, 8]]]	[['Mr. Clinton', 'his']]	[]	[]	100.0	100.0	0.0	0.0	{3, 6}	set()	False
728	bn/cnn/03/cnn_0329	147	0	David Williams, one of the POWs whose face we got to know in the coverage that we saw coming from Iraq.	David Williams , one of the POWs whose face I got to know in the coverage that we saw coming from Iraq .	we -> I	True	False	[[[17, 17], [9, 9]]]	[['we', 'we']]	[[[9, 9], [17, 17]]]	[['we', 'we']]	[]	[]	100.0	100.0	0.0	0.0	{8, 16}	set()	False
